CODIGO;nombre;CATEGORIA;TECNOLOGIA;ESTADO;FECHA_INST;FECHA_SUSP;altitud;latitud;longitud;DEPARTAMENTO;MUNICIPIO;AREA_OPERA;AREA_HIDRO;ZONA_HIDRO;SUBZONA_HI;CORRIENTE;altitudDEM;NOMZH;ID_REG;N°_ESTACI;LimSup
47067010;ENCANTO EL [47067010];Limnimétrica;Convencional;Activa;15/04/1986 0:00:00;14/08/1872 0:00:00;120;-1.771555556000000;-73.197138889000001;Amazonas;El Encanto;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Río Putumayo Bajo;Putumayo;121;Vaupes;26;18;287.500000000000000
47040050;SAN AGUSTIN [47040050];Pluviométrica;Convencional;Activa;15/04/1986 0:00:00;14/08/1872 0:00:00;125;-1.610694444000000;-73.484833330000001;Amazonas;El Encanto;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Río Putumayo Directos (mi); ;0;Vaupes;26;18;287.500000000000000
47060010;EL ENCANTO [47060010];Pluviométrica;Convencional;Activa;14/04/1986 0:00:00;14/08/1872 0:00:00;120;-1.748510000000000;-73.205166667000000;Amazonas;El Encanto;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Río Putumayo Bajo;Putumayo;123;Vaupes;26;18;287.500000000000000
47075010;LA CHORRERA [47075010];Climática Principal;Convencional;Activa;15/06/1986 0:00:00;14/08/1872 0:00:00;160;-1.444611111000000;-72.789583332999996;Amazonas;La Chorrera;Area Operativa 11 - Cundinamarca-Amazonas;Amazonas;Putumayo;Río Igará-Paraná; ;112;Vaupes;26;18;287.500000000000000
47077010;CHORRERA LA [47077010];Limnimétrica;Convencional;Activa;15/10/1985 0:00:00;14/08/1872 0:00:00;160;-1.444611111000000;-72.789583329999999;Amazonas;La Chorrera;Area Operativa 11 - Cundinamarca-Amazonas;Amazonas;Putumayo;Río Igará-Paraná;Igara Parana;112;Vaupes;26;18;287.500000000000000
44157040;MANACARO [44157040];Limnimétrica;Convencional;Activa;15/04/1984 0:00:00;14/08/1872 0:00:00;109;-1.530000000000000;-70.180000000000007;Amazonas;La Pedrera;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Caqueta Bajo;Caqueta;64;Vaupes;26;18;287.500000000000000
47047020;PUERTO TOLOZA [47047020];Limnimétrica;Convencional;Activa;15/04/1986 0:00:00;14/08/1872 0:00:00;135;-1.049500000000000;-74.068500000000000;Amazonas;Puerto Alegría;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Río Putumayo Directos (mi);Putumayo;148;Vaupes;26;18;287.500000000000000
47040040;REMOLINO [47040040];Pluviométrica;Convencional;Activa;15/04/1986 0:00:00;14/08/1872 0:00:00;130;-1.258944444000000;-73.618944440000007;Amazonas;Puerto Alegría;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Río Putumayo Directos (mi); ;140;Vaupes;26;18;287.500000000000000
44167010;QUINCHE [44167010];Limnimétrica;Convencional;Activa;15/04/1984 0:00:00;14/08/1872 0:00:00;125;-0.932361111000000;-71.776583333000005;Amazonas;Mirití-Paraná (Campoamor);Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Caqueta Bajo;Caqueta;92;Vaupes;26;18;287.500000000000000
44167020;SANTA ISABEL [44167020];Limnimétrica;Convencional;Activa;15/04/1984 0:00:00;14/08/1872 0:00:00;118;-1.098083333000000;-71.124055556000002;Amazonas;Santander (Araracuara);Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Caqueta Bajo;Caqueta;86;Vaupes;26;18;287.500000000000000
44157020;MIRANAS LAS [44157020];Limnimétrica;Convencional;Activa;15/04/1984 0:00:00;14/08/1872 0:00:00;116;-1.310000000000000;-70.819999999999993;Amazonas;Mirití-Paraná (Campoamor);Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Caqueta Bajo;Caqueta;93;Vaupes;26;18;287.500000000000000
44157030;MARIA MANTECA [44157030];Limnimétrica;Convencional;Activa;15/04/1984 0:00:00;14/08/1872 0:00:00;114;-1.420000000000000;-70.609999999999999;Amazonas;Mirití-Paraná (Campoamor);Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Caqueta Bajo;Caqueta;73;Vaupes;26;18;287.500000000000000
44187030;BACURI [44187030];Limnimétrica;Convencional;Activa;15/05/1984 0:00:00;14/08/1872 0:00:00;101;-1.230000000000000;-69.469999999999999;Amazonas;La Pedrera;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Caqueta Bajo;Caqueta;100;Vaupes;26;18;287.500000000000000
44187020;PEDRERA LA [44187020];Pluviométrica;Convencional;Activa;15/05/1984 0:00:00;14/08/1872 0:00:00;102;-1.313166667000000;-69.591583330000006;Amazonas;La Pedrera;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Caqueta Bajo;Caqueta;61;Vaupes;26;18;287.500000000000000
47017190;BELLAVISTA [47017190];Limnimétrica;Convencional;Activa;18/08/2007 0:00:00;14/08/1872 0:00:00;185;-0.387694444000000;-74.579333329999997;Putumayo;Puerto Leguízamo;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Río Putumayo Directos (mi);Putumayo;173;Vaupes;26;18;287.500000000000000
47040020;EL REFUGIO [47040020];Pluviométrica;Convencional;Activa;15/04/1986 0:00:00;14/08/1872 0:00:00;140;-0.559166667000000;-74.386666667000000;Amazonas;Puerto Alegría;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Río Putumayo Directos (mi); ;159;Vaupes;26;18;287.500000000000000
44127010;ESTRECHOS LOS [44127010];Limnimétrica;Convencional;Activa;15/04/1984 0:00:00;14/08/1872 0:00:00;139;-0.490000000000000;-73.530000000000001;Caqueta;Solano;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Caqueta Medio;Caqueta;141;Vaupes;26;18;287.500000000000000
44147020;CUEMANI [44147020];Limnimétrica;Convencional;Activa;15/04/1989 0:00:00;14/08/1872 0:00:00;137;-0.525000000000000;-73.034999999999997;Caqueta;Solano;Area Operativa 04 - Huila-Caquetá;Amazonas;Yarí;Río Cuñare;Caqueta;138;Vaupes;26;18;287.500000000000000
44137070;MONOCHOA [44137070];Limnimétrica;Convencional;Activa;15/04/1984 0:00:00;14/08/1872 0:00:00;133;-0.700000000000000;-72.549997222000002;Amazonas;Santander (Araracuara);Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Caqueta Bajo;Caqueta;131;Vaupes;26;18;287.500000000000000
44135010;ARARACUARA [44135010];Climática Principal;Convencional;Activa;15/03/1979 0:00:00;14/08/1872 0:00:00;150;-0.616361111000000;-72.381916669999995;Caqueta;Solano;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Caqueta Bajo; ;107;Vaupes;26;18;287.500000000000000
44137080;PUERTO LAS BRISAS [44137080];Limnimétrica;Convencional;Activa;15/04/1984 0:00:00;14/08/1872 0:00:00;132;-0.600000000000000;-72.469999999999999;Caqueta;Solano;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Caqueta Bajo;Caqueta;123;Vaupes;26;18;287.500000000000000
44157010;MERCEDES LAS [44157010];Limnimétrica;Convencional;Activa;15/04/1986 0:00:00;14/08/1872 0:00:00;123;-0.638444444000000;-72.344750000000005;Amazonas;Santander (Araracuara);Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Caqueta Bajo;Caqueta;105;Vaupes;26;18;287.500000000000000
44150010;AGUAZUL [44150010];Pluviométrica;Convencional;Activa;15/04/1984 0:00:00;14/08/1872 0:00:00;129;-0.559888889000000;-72.144944440000003;Amazonas;Santander (Araracuara);Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Caqueta Bajo; ;106;Vaupes;26;18;287.500000000000000
47035020;PUERTO OSPINA [47035020];Climática Ordinaria;Convencional;Activa;15/05/1986 0:00:00;14/08/1872 0:00:00;190;0.132861111000000;-75.851111110000005;Putumayo;Puerto Leguízamo;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Río Putumayo Medio; ;0;Vaupes;26;18;287.500000000000000
47030020;CONCEPCION [47030020];Pluviométrica;Convencional;Activa;15/08/1983 0:00:00;14/08/1872 0:00:00;195;0.046944444000000;-75.629722220000005;Putumayo;Puerto Leguízamo;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Río Putumayo Medio; ;0;Vaupes;26;18;287.500000000000000
47045010;PUERTO LEGUIZAMO [47045010];Climática Ordinaria;Convencional;Activa;15/11/1973 0:00:00;14/08/1872 0:00:00;147;-0.180611111000000;-74.776277780000001;Putumayo;Puerto Leguízamo;Area Operativa 07 - Nariño-Putumayo;Amazonas;Caquetá;Río Caqueta Medio; ;192;Vaupes;26;18;287.500000000000000
47047050;PUERTO LEGUIZAMO [47047050];Limnigráfica;Convencional;Activa;15/05/1986 0:00:00;14/08/1872 0:00:00;147;-0.199722222000000;-74.780111110000007;Putumayo;Puerto Leguízamo;Area Operativa 07 - Nariño-Putumayo;Amazonas;Caquetá;Río Caqueta Medio;Putumayo;179;Vaupes;26;18;287.500000000000000
44115020;TAGUA LA [44115020];Agrometeorológica;Convencional;Activa;15/12/1973 0:00:00;14/08/1872 0:00:00;153;-0.060750000000000;-74.665222220000004;Putumayo;Puerto Leguízamo;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Caqueta Medio; ;172;Vaupes;26;18;287.500000000000000
44117010;TAGUA LA [44117010];Limnimétrica;Convencional;Activa;15/04/1984 0:00:00;14/08/1872 0:00:00;153;-0.057472222000000;-74.666944439999995;Putumayo;Puerto Leguízamo;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Caqueta Medio;Caqueta;162;Vaupes;26;18;287.500000000000000
44127020;UMANCIA [44127020];Limnimétrica;Convencional;Activa;15/04/1984 0:00:00;14/08/1872 0:00:00;148;-0.200000000000000;-74.290000000000006;Putumayo;Puerto Leguízamo;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Caqueta Medio;Caqueta;152;Vaupes;26;18;287.500000000000000
44100010;CORDOBA [44100010];Pluviométrica;Convencional;Activa;15/04/1984 0:00:00;14/08/1872 0:00:00;152;-0.114972222000000;-74.551833329999994;Caqueta;Solano;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Caqueta Medio; ;167;Vaupes;26;18;287.500000000000000
47020020;CHURUYACO [47020020];Pluviométrica;Convencional;Activa;15/04/1981 0:00:00;14/08/1872 0:00:00;500;0.476972222000000;-77.099722220000004;Putumayo;Valle Del Guamuez (La Hormiga);Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Río San_Miguel; ;383;Pie de monte  Amazónico;23;19;373.750000000000000
47017170;PICUDO EL [47017170];Limnigráfica;Automática con Telemetría. Convencional;Activa;15/09/1984 0:00:00;14/08/1872 0:00:00;360;0.489222222000000;-76.835972221999995;Putumayo;Orito;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Alto Río Putumayo;Guamues;305;Pie de monte  Amazónico;23;19;373.750000000000000
47017010;MUELLE EL [47017010];Limnimétrica;Convencional;Activa;15/05/1988 0:00:00;14/08/1872 0:00:00;200;0.473638889000000;-76.481250000000003;Putumayo;Puerto Asís;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Alto Río Putumayo;Putumayo;248;Pie de monte  Amazónico;23;19;373.750000000000000
47010220;EL PICUDO [47010220];Pluviométrica;Convencional;Activa;15/11/1985 0:00:00;14/08/1872 0:00:00;385;0.489722222000000;-76.836277777999996;Putumayo;Orito;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Alto Río Putumayo;Guamues;309;Pie de monte  Amazónico;23;19;373.750000000000000
47010030;PUERTO ASIS [47010030];Pluviométrica;Convencional;Activa;15/06/1959 0:00:00;14/08/1872 0:00:00;260;0.473611111000000;-76.480222220000002;Putumayo;Puerto Asís;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Alto Río Putumayo; ;253;Pie de monte  Amazónico;23;19;373.750000000000000
47010110;PUERTO CAICEDO [47010110];Pluviométrica;Convencional;Activa;15/10/1978 0:00:00;14/08/1872 0:00:00;300;0.685916667000000;-76.605166670000003;Putumayo;Puerto Caicedo;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Alto Río Putumayo; ;274;Pie de monte  Amazónico;23;19;373.750000000000000
47020010;SAN MIGUEL [47020010];Pluviométrica;Convencional;Activa;15/04/1981 0:00:00;14/08/1872 0:00:00;500;0.279277778000000;-76.927250000000001;Putumayo;San Miguel (La Dorada);Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Río San_Miguel; ;294;Pie de monte  Amazónico;23;19;373.750000000000000
47017200;NARANJOS LOS [47017200];Limnimétrica;Convencional;Activa;14/08/2007 0:00:00;14/08/1872 0:00:00;245;0.384333333000000;-76.396805560000004;Putumayo;Puerto Asís;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Alto Río Putumayo;Putumayo;0; ;0;0;0.000000000000000
47030010;ANGOSTURAS [47030010];Pluviométrica;Convencional;Activa;15/04/1981 0:00:00;14/08/1872 0:00:00;200;0.395416667000000;-76.336138890000001;Putumayo;Puerto Asís;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Río Putumayo Medio; ;0;Pie de monte  Amazónico;23;19;373.750000000000000
47030030;SAN JOAQUIN [47030030];Pluviométrica;Convencional;Activa;15/03/1986 0:00:00;14/08/1872 0:00:00;195;0.338111111000000;-76.078249999999997;Putumayo;Puerto Leguízamo;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Río Putumayo Medio; ;0;Pie de monte  Amazónico;23;19;373.750000000000000
51027050;PIPIGUAY [51027050];Limnigráfica;Automática con Telemetría. Convencional;Activa;15/11/1980 0:00:00;14/08/1872 0:00:00;420;1.236944444000000;-78.097222220000006;Nariño;Ricaurte;Area Operativa 07 - Nariño-Putumayo;Pacifico;Mira;Río Mira;Guiza;754;Saldaña;21;115;253.000000000000000
52045090;EL COMUN [52045090];Climática Ordinaria;Convencional;Activa;27/04/2007 0:00:00;14/08/1872 0:00:00;3141;0.932638889000000;-77.629583330000003;Nariño;Pupiales;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guáitara; ;3120;Saldaña;21;115;253.000000000000000
52057040;CARLOSAMA [52057040];Limnigráfica;Convencional;Activa;15/12/1955 0:00:00;14/08/1872 0:00:00;2920;0.844166667000000;-77.685888890000001;Nariño;Cuaspud (Carlosama);Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guáitara;Blanco;2841;Saldaña;21;115;253.000000000000000
51027040;PALPIS [51027040];Limnimétrica;Convencional;Activa;15/05/1980 0:00:00;14/08/1872 0:00:00;930;1.223722222000000;-78.053250000000006;Nariño;Ricaurte;Area Operativa 07 - Nariño-Putumayo;Pacifico;Mira;Río Mira;Guiza;935;Saldaña;21;115;253.000000000000000
52050110;CUMBAL [52050110];Pluviométrica;Convencional;Activa;15/01/1958 0:00:00;14/08/1872 0:00:00;3115;0.908000000000000;-77.787111109999998;Nariño;Cumbal;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guáitara; ;3112;Saldaña;21;115;253.000000000000000
52050130;CHILES [52050130];Pluviométrica;Convencional;Activa;15/07/1972 0:00:00;14/08/1872 0:00:00;3100;0.811666667000000;-77.848333330000003;Nariño;Cumbal;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guáitara; ;3170;Saldaña;21;115;253.000000000000000
52050100;GUALMATAN [52050100];Pluviométrica;Convencional;Activa;15/07/1972 0:00:00;14/08/1872 0:00:00;2830;0.906666667000000;-77.581388889999999;Nariño;Gualmatán;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guáitara; ;2905;Saldaña;21;115;253.000000000000000
52050190;SANTA ROSA POTOSI [52050190];Pluviométrica;Convencional;Activa;15/06/1995 0:00:00;14/08/1872 0:00:00;2746;0.816250000000000;-77.568527779999997;Nariño;Potosí;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guáitara; ;2672;Saldaña;21;115;253.000000000000000
52050050;GUACHAVES [52050050];Pluviométrica;Convencional;Activa;15/07/1972 0:00:00;14/08/1872 0:00:00;2834;1.220638889000000;-77.679666670000003;Nariño;Santa Cruz (Guachavés);Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guáitara; ;2634;Saldaña;21;115;253.000000000000000
52055230;AEROPUERTO SAN LUIS - AUT [52055230];Sinóptica Principal;Automática con Telemetría. Convencional;Activa;6/11/1997 0:00:00;14/08/1872 0:00:00;2961;0.857083333000000;-77.677750000000003;Nariño;Aldana;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guáitara; ;2962;Saldaña;21;115;253.000000000000000
52045010;OBONUCO [52045010];Agrometeorológica;Convencional;Activa;15/05/1953 0:00:00;14/08/1872 0:00:00;2710;1.198222222000000;-77.303083330000007;Nariño;Pasto;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Juananbú; ;2756;Saldaña;21;115;253.000000000000000
52055040;BOTANA [52055040];Agrometeorológica;Convencional;Activa;15/05/1979 0:00:00;14/08/1872 0:00:00;2820;1.160000000000000;-77.278805555999995;Nariño;Pasto;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Juananbú; ;2783;Saldaña;21;115;253.000000000000000
52045070;WILQUIPAMBA [52045070];Climática Ordinaria;Convencional;Activa;15/05/1990 0:00:00;14/08/1872 0:00:00;2850;1.199998333000000;-77.189999999999998;Nariño;Pasto;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Juananbú; ;2909;Saldaña;21;115;253.000000000000000
52045080;UNIVERSIDAD DE NARINO  - AUT [52045080];Climática Ordinaria;Automática con Telemetría. Convencional;Activa;13/04/2004 0:00:00;14/08/1872 0:00:00;2626;1.230000000000000;-77.280000000000001;Nariño;Pasto;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Juananbú; ;2530;Saldaña;21;115;253.000000000000000
52055030;BOMBONA [52055030];Climática Ordinaria;Convencional;Activa;15/09/1968 0:00:00;14/08/1872 0:00:00;1493;1.184361111000000;-77.465111109999995;Nariño;Consacá;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guáitara; ;1580;Saldaña;21;115;253.000000000000000
52055200;FUNES [52055200];Climática Ordinaria;Convencional;Activa;1/09/2009 0:00:00;14/08/1872 0:00:00;2181;1.004222222000000;-77.445805559999997;Nariño;Funes;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guáitara; ;2239;Saldaña;21;115;253.000000000000000
47015080;MONOPAMBA [47015080];Climática Ordinaria;Convencional;Activa;15/08/1983 0:00:00;14/08/1872 0:00:00;1776;0.804916667000000;-77.303611110000006;Nariño;Puerres;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Alto Río Putumayo; ;1704;Napo;22;58;362.250000000000000
47017020;LA COCHA [47017020];Limnigráfica;Convencional;Activa;15/02/1956 0:00:00;14/08/1872 0:00:00;2850;0.989722222000000;-77.157222219999994;Nariño;Pasto;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Alto Río Putumayo;Guamues;2782;Napo;22;58;362.250000000000000
52047010;UNIVERSIDAD [52047010];Limnigráfica;Convencional;Activa;15/08/1970 0:00:00;14/08/1872 0:00:00;2500;1.234333333000000;-77.292944439999999;Nariño;Pasto;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Juananbú;Pasto;2474;Saldaña;21;115;253.000000000000000
52047030;BOCATOMA CENTENARIO [52047030];Limnigráfica;Convencional;Activa;15/07/1988 0:00:00;14/08/1872 0:00:00;2740;1.201388889000000;-77.247777780000007;Nariño;Pasto;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Juananbú;Pasto;2621;Saldaña;21;115;253.000000000000000
52057010;PILCUAN [52057010];Limnigráfica;Automática con Telemetría. Convencional;Activa;15/10/1979 0:00:00;14/08/1872 0:00:00;1780;1.021777778000000;-77.472805559999998;Nariño;Imués;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guáitara;Guaitara;1763;Saldaña;21;115;253.000000000000000
47017110;MONOPAMBA  - AUT [47017110];Limnigráfica;Automática con Telemetría. Convencional;Activa;15/05/1980 0:00:00;14/08/1872 0:00:00;1650;0.807777778000000;-77.306944439999995;Nariño;Puerres;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Alto Río Putumayo;Sucio;1854;Napo;22;58;362.250000000000000
47017580;SINDAMANOY [47017580];Limnimétrica;Convencional;Activa;15/06/1986 0:00:00;14/08/1872 0:00:00;2820;1.135222222000000;-77.147194440000007;Nariño;Pasto;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Alto Río Putumayo;LAGUNA GUAMUEZ;2788;Napo;22;58;362.250000000000000
47017100;CANAL B [47017100];Limnimétrica;Convencional;Activa;15/02/1977 0:00:00;14/08/1872 0:00:00;265;1.116388889000000;-76.978888889999993;Putumayo;Santiago;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Alto Río Putumayo;Quinchoa;2067;Napo;22;58;362.250000000000000
47010020;BALSAYACO [47010020];Pluviográfica;Convencional;Activa;15/03/1959 0:00:00;14/08/1872 0:00:00;270;1.117888889000000;-76.981277779999999;Putumayo;Santiago;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Alto Río Putumayo; ;2073;Napo;22;58;362.250000000000000
47010230;SANTA ISABEL [47010230];Pluviométrica;Convencional;Activa;15/05/1989 0:00:00;14/08/1872 0:00:00;2719;0.990166667000000;-77.157361109999997;Nariño;Pasto;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Alto Río Putumayo; ;2781;Napo;22;58;362.250000000000000
52040060;ROSAL DEL MONTE [52040060];Pluviométrica;Convencional;Activa;15/08/1972 0:00:00;14/08/1872 0:00:00;2568;1.287305556000000;-77.174055559999999;Nariño;Buesaco;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Juananbú; ;2545;Saldaña;21;115;253.000000000000000
52040070;NARINO [52040070];Pluviométrica;Convencional;Activa;15/07/1958 0:00:00;14/08/1872 0:00:00;2590;1.282777778000000;-77.355000000000004;Nariño;Nariño;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Juananbú; ;2502;Saldaña;21;115;253.000000000000000
52050120;PUERRES [52050120];Pluviométrica;Convencional;Activa;15/08/1971 0:00:00;14/08/1872 0:00:00;2817;0.888250000000000;-77.502916670000005;Nariño;Puerres;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guáitara; ;2782;Saldaña;21;115;253.000000000000000
52050040;SANDONA [52050040];Pluviométrica;Convencional;Activa;15/09/1963 0:00:00;14/08/1872 0:00:00;20;1.322250000000000;-77.479194440000001;Nariño;Sandoná;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guáitara; ;1787;Saldaña;21;115;253.000000000000000
47010150;CARRIZAL [47010150];Pluviométrica;Convencional;Activa;15/05/1968 0:00:00;14/08/1872 0:00:00;2300;1.136750000000000;-77.037305559999993;Putumayo;Santiago;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Alto Río Putumayo; ;2459;Napo;22;58;362.250000000000000
47015040;MICHOACAN [47015040];Climática Ordinaria;Convencional;Activa;15/01/1977 0:00:00;14/08/1872 0:00:00;2100;1.198277778000000;-76.960972220000002;Putumayo;Colón;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Alto Río Putumayo; ;2096;Napo;22;58;362.250000000000000
47015070;PUERTO UMBRIA [47015070];Climática Ordinaria;Convencional;Activa;15/04/1983 0:00:00;14/08/1872 0:00:00;362;0.838972222000000;-76.570444440000003;Putumayo;Villagarzón;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Alto Río Putumayo; ;318;Pie de monte  Amazónico;23;19;373.750000000000000
